Year,region,state,group,method,deaths,group_percent
2014,West,Oregon,General Adult Population Method,Suffocation,173,22.8
2014,West,Oregon,General Adult Population Method,Poisoning,117,15.4
2014,West,Oregon,General Adult Population Method,Firearms,409,54
2014,West,Oregon,General Adult Population Method,Other suicide,59,7.8
2014,West,Utah,General Adult Population Method,Suffocation,122,23.3
2014,West,Utah,General Adult Population Method,Poisoning,109,20.8
2014,West,Utah,General Adult Population Method,Firearms,264,50.4
2014,West,Utah,General Adult Population Method,Other suicide,29,5.5
2014,West,Washington,General Adult Population Method,Suffocation,249,22.9
2014,West,Washington,General Adult Population Method,Poisoning,205,18.9
2014,West,Washington,General Adult Population Method,Firearms,531,48.9
2014,West,Washington,General Adult Population Method,Other suicide,100,9.2
2014,West,Wyoming,General Adult Population Method,Poisoning,24,21.4
2014,West,Wyoming,General Adult Population Method,Firearms,72,64.3
2014,West,Wyoming,General Adult Population Method,Other and low-count methods,16,14.3
2015, ,Total U.S.,Veteran Method,Suffocation,"1,048",16
2015, ,Total U.S.,Veteran Method,Poisoning,750,11.4
2015, ,Total U.S.,Veteran Method,Firearms,"4,391",67
2015, ,Total U.S.,Veteran Method,Other suicide,365,5.6
2015,Northeast,All,Veteran Method,Suffocation,143,19.5
2015,Northeast,All,Veteran Method,Poisoning,90,12.3
2015,Northeast,All,Veteran Method,Firearms,438,59.8
2015,Northeast,All,Veteran Method,Other suicide,61,8.3
2015,Northeast,Connecticut,Veteran Method,Suffocation,12,26.7
2015,Northeast,Connecticut,Veteran Method,Firearms,19,42.2
2015,Northeast,Connecticut,Veteran Method,Other and low-count methods,14,31.1
2015,Northeast,Maine,Veteran Method,Firearms,40,75.5
2015,Northeast,Maine,Veteran Method,Other and low-count methods,13,24.5
2015,Northeast,Massachusetts,Veteran Method,Suffocation,24,35.3
2015,Northeast,Massachusetts,Veteran Method,Firearms,30,44.1
2015,Northeast,Massachusetts,Veteran Method,Other and low-count methods,14,20.6
2015,Northeast,New Hampshire,Veteran Method,Other and low-count methods,32,100
2015,Northeast,New Jersey,Veteran Method,Suffocation,24,32
2015,Northeast,New Jersey,Veteran Method,Firearms,33,44
2015,Northeast,New Jersey,Veteran Method,Other and low-count methods,18,24
2015,Northeast,New York,Veteran Method,Suffocation,42,25.1
2015,Northeast,New York,Veteran Method,Poisoning,27,16.2
2015,Northeast,New York,Veteran Method,Firearms,77,46.1
2015,Northeast,New York,Veteran Method,Other suicide,21,12.6
2015,Northeast,Pennsylvania,Veteran Method,Suffocation,29,11.3
2015,Northeast,Pennsylvania,Veteran Method,Poisoning,22,8.6
2015,Northeast,Pennsylvania,Veteran Method,Firearms,189,73.5
2015,Northeast,Pennsylvania,Veteran Method,Other suicide,17,6.6
2015,Northeast,Rhode Island,Veteran Method,Other and low-count methods,15,100
2015,Northeast,Vermont,Veteran Method,Other and low-count methods,20,100
2015,Midwest,All,Veteran Method,Suffocation,243,18.6
2015,Midwest,All,Veteran Method,Poisoning,156,12
2015,Midwest,All,Veteran Method,Firearms,839,64.3
2015,Midwest,All,Veteran Method,Other suicide,66,5.1
2015,Midwest,Illinois,Veteran Method,Suffocation,33,20.5
2015,Midwest,Illinois,Veteran Method,Poisoning,22,13.7
2015,Midwest,Illinois,Veteran Method,Firearms,92,57.1
2015,Midwest,Illinois,Veteran Method,Other suicide,14,8.7
2015,Midwest,Indiana,Veteran Method,Suffocation,19,16.8
2015,Midwest,Indiana,Veteran Method,Firearms,74,65.5
2015,Midwest,Indiana,Veteran Method,Other and low-count methods,20,17.7
2015,Midwest,Iowa,Veteran Method,Suffocation,15,22.1
2015,Midwest,Iowa,Veteran Method,Firearms,39,57.4
2015,Midwest,Iowa,Veteran Method,Other and low-count methods,14,20.6
2015,Midwest,Kansas,Veteran Method,Suffocation,15,20.5
2015,Midwest,Kansas,Veteran Method,Firearms,48,65.8
2015,Midwest,Kansas,Veteran Method,Other and low-count methods,10,13.7
2015,Midwest,Michigan,Veteran Method,Suffocation,49,25.5
2015,Midwest,Michigan,Veteran Method,Firearms,113,58.9
2015,Midwest,Michigan,Veteran Method,Other and low-count methods,30,15.6
2015,Midwest,Minnesota,Veteran Method,Suffocation,20,24.7
2015,Midwest,Minnesota,Veteran Method,Firearms,43,53.1
2015,Midwest,Minnesota,Veteran Method,Other and low-count methods,18,22.2
2015,Midwest,Missouri,Veteran Method,Suffocation,21,11.4
2015,Midwest,Missouri,Veteran Method,Firearms,135,73
2015,Midwest,Missouri,Veteran Method,Other and low-count methods,29,15.7
2015,Midwest,Nebraska,Veteran Method,Other and low-count methods,26,100
2015,Midwest,North Dakota,Veteran Method,Other and low-count methods,20,100
2015,Midwest,Ohio,Veteran Method,Suffocation,38,16
2015,Midwest,Ohio,Veteran Method,Poisoning,24,10.1
2015,Midwest,Ohio,Veteran Method,Firearms,166,69.7
2015,Midwest,Ohio,Veteran Method,Other suicide,10,4.2
2015,Midwest,South Dakota,Veteran Method,Firearms,17,63
2015,Midwest,South Dakota,Veteran Method,Other and low-count methods,10,37
2015,Midwest,Wisconsin,Veteran Method,Suffocation,22,18.3
2015,Midwest,Wisconsin,Veteran Method,Firearms,78,65
2015,Midwest,Wisconsin,Veteran Method,Other and low-count methods,20,16.7
2015,South,All,Veteran Method,Suffocation,386,13.6
2015,South,All,Veteran Method,Poisoning,267,9.4
2015,South,All,Veteran Method,Firearms,"2,053",72.4
2015,South,All,Veteran Method,Other suicide,129,4.6
2015,South,Alabama,Veteran Method,Suffocation,13,9.7
2015,South,Alabama,Veteran Method,Firearms,109,81.3
2015,South,Alabama,Veteran Method,Other and low-count methods,12,9
2015,South,Arkansas,Veteran Method,Suffocation,26,26
2015,South,Arkansas,Veteran Method,Firearms,63,63
2015,South,Arkansas,Veteran Method,Other and low-count methods,11,11
2015,South,Delaware,Veteran Method,Other and low-count methods,11,100
2015,South,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2015,South,Florida,Veteran Method,Suffocation,86,14.6
2015,South,Florida,Veteran Method,Poisoning,81,13.8
2015,South,Florida,Veteran Method,Firearms,393,66.7
2015,South,Florida,Veteran Method,Other suicide,29,4.9
2015,South,Georgia,Veteran Method,Poisoning,23,11.6
2015,South,Georgia,Veteran Method,Firearms,150,75.4
2015,South,Georgia,Veteran Method,Other and low-count methods,26,13.1
2015,South,Kentucky,Veteran Method,Suffocation,22,16.8
2015,South,Kentucky,Veteran Method,Firearms,97,74
2015,South,Kentucky,Veteran Method,Other and low-count methods,12,9.2
2015,South,Louisiana,Veteran Method,Firearms,79,79
2015,South,Louisiana,Veteran Method,Other and low-count methods,21,21
2015,South,Maryland,Veteran Method,Suffocation,21,25
2015,South,Maryland,Veteran Method,Firearms,50,59.5
2015,South,Maryland,Veteran Method,Other and low-count methods,13,15.5
2015,South,Mississippi,Veteran Method,Firearms,55,83.3
2015,South,Mississippi,Veteran Method,Other and low-count methods,11,16.7
2015,South,North Carolina,Veteran Method,Suffocation,32,14.2
2015,South,North Carolina,Veteran Method,Poisoning,32,14.2
2015,South,North Carolina,Veteran Method,Firearms,148,65.8
2015,South,North Carolina,Veteran Method,Other suicide,13,5.8
2015,South,Oklahoma,Veteran Method,Suffocation,15,11.3
2015,South,Oklahoma,Veteran Method,Firearms,103,77.4
2015,South,Oklahoma,Veteran Method,Other and low-count methods,15,11.3
2015,South,South Carolina,Veteran Method,Suffocation,18,14.4
2015,South,South Carolina,Veteran Method,Firearms,89,71.2
2015,South,South Carolina,Veteran Method,Other and low-count methods,18,14.4
2015,South,Tennessee,Veteran Method,Suffocation,20,12.8
2015,South,Tennessee,Veteran Method,Firearms,121,77.6
2015,South,Tennessee,Veteran Method,Other and low-count methods,15,9.6
2015,South,Texas,Veteran Method,Suffocation,69,13.1
2015,South,Texas,Veteran Method,Poisoning,29,5.5
2015,South,Texas,Veteran Method,Firearms,403,76.3
2015,South,Texas,Veteran Method,Other suicide,27,5.1
2015,South,Virginia,Veteran Method,Suffocation,21,11.4
2015,South,Virginia,Veteran Method,Firearms,136,73.9
2015,South,Virginia,Veteran Method,Other and low-count methods,27,14.7
2015,South,West Virginia,Veteran Method,Firearms,48,78.7
2015,South,West Virginia,Veteran Method,Other and low-count methods,13,21.3
2015,West,All,Veteran Method,Suffocation,276,16.4
2015,West,All,Veteran Method,Poisoning,237,14.1
2015,West,All,Veteran Method,Firearms,"1,061",63
2015,West,All,Veteran Method,Other suicide,109,6.5
2015,West,Alaska,Veteran Method,Other and low-count methods,27,100
2015,West,Arizona,Veteran Method,Poisoning,31,13.9
2015,West,Arizona,Veteran Method,Firearms,164,73.5
2015,West,Arizona,Veteran Method,Other and low-count methods,28,12.6
2015,West,California,Veteran Method,Suffocation,107,19.6
2015,West,California,Veteran Method,Poisoning,78,14.3
2015,West,California,Veteran Method,Firearms,308,56.3
2015,West,California,Veteran Method,Other suicide,54,9.9
2015,West,Colorado,Veteran Method,Suffocation,27,15.8
2015,West,Colorado,Veteran Method,Poisoning,31,18.1
2015,West,Colorado,Veteran Method,Firearms,103,60.2
2015,West,Colorado,Veteran Method,Other suicide,10,5.8
2015,West,Hawaii,Veteran Method,Other and low-count methods,27,100
2015,West,Idaho,Veteran Method,Firearms,49,80.3
2015,West,Idaho,Veteran Method,Other and low-count methods,12,19.7
2015,West,Montana,Veteran Method,Firearms,33,68.8
2015,West,Montana,Veteran Method,Other and low-count methods,15,31.3
2015,West,Nevada,Veteran Method,Suffocation,15,14.9
2015,West,Nevada,Veteran Method,Firearms,72,71.3
2015,West,Nevada,Veteran Method,Other and low-count methods,14,13.9
2015,West,New Mexico,Veteran Method,Suffocation,10,13.2
2015,West,New Mexico,Veteran Method,Firearms,54,71.1
2015,West,New Mexico,Veteran Method,Other and low-count methods,12,15.8
2015,West,Oregon,Veteran Method,Suffocation,25,18.8
2015,West,Oregon,Veteran Method,Firearms,87,65.4
2015,West,Oregon,Veteran Method,Other and low-count methods,21,15.8
2015,West,Utah,Veteran Method,Poisoning,11,17.5
2015,West,Utah,Veteran Method,Firearms,39,61.9
2015,West,Utah,Veteran Method,Other and low-count methods,13,20.6
2015,West,Washington,Veteran Method,Suffocation,33,18.2
2015,West,Washington,Veteran Method,Poisoning,33,18.2
2015,West,Washington,Veteran Method,Firearms,104,57.5
2015,West,Washington,Veteran Method,Other suicide,11,6.1
2015,West,Wyoming,Veteran Method,Other and low-count methods,25,100
2015,Northeast,All,General Adult Population Method,Suffocation,"1,971",33.3
2015,Northeast,All,General Adult Population Method,Poisoning,"1,102",18.6
2015,Northeast,All,General Adult Population Method,Firearms,"2,059",34.8
2015,Northeast,All,General Adult Population Method,Other suicide,780,13.2
2015,Northeast,Connecticut,General Adult Population Method,Suffocation,125,33.6
2015,Northeast,Connecticut,General Adult Population Method,Poisoning,84,22.6
2015,Northeast,Connecticut,General Adult Population Method,Firearms,100,26.9
2015,Northeast,Connecticut,General Adult Population Method,Other suicide,63,16.9
2015,Northeast,Maine,General Adult Population Method,Suffocation,53,23.2
2015,Northeast,Maine,General Adult Population Method,Firearms,127,55.7
2015,Northeast,Maine,General Adult Population Method,Other and low-count methods,48,21.1
2015,Northeast,Massachusetts,General Adult Population Method,Suffocation,302,48.2
2015,Northeast,Massachusetts,General Adult Population Method,Poisoning,132,21.1
2015,Northeast,Massachusetts,General Adult Population Method,Firearms,116,18.5
2015,Northeast,Massachusetts,General Adult Population Method,Other suicide,77,12.3
2015,Northeast,New Hampshire,General Adult Population Method,Suffocation,55,24.4
2015,Northeast,New Hampshire,General Adult Population Method,Poisoning,50,22.2
2015,Northeast,New Hampshire,General Adult Population Method,Firearms,106,47.1
2015,Northeast,New Hampshire,General Adult Population Method,Other suicide,14,6.2
2015,Northeast,New Jersey,General Adult Population Method,Suffocation,313,40.8
2015,Northeast,New Jersey,General Adult Population Method,Poisoning,149,19.4
2015,Northeast,New Jersey,General Adult Population Method,Firearms,188,24.5
2015,Northeast,New Jersey,General Adult Population Method,Other suicide,118,15.4
2015,Northeast,New York,General Adult Population Method,Suffocation,587,36.4
2015,Northeast,New York,General Adult Population Method,Poisoning,306,19
2015,Northeast,New York,General Adult Population Method,Firearms,412,25.5
2015,Northeast,New York,General Adult Population Method,Other suicide,309,19.1
2015,Northeast,Pennsylvania,General Adult Population Method,Suffocation,474,25.6
2015,Northeast,Pennsylvania,General Adult Population Method,Poisoning,294,15.9
2015,Northeast,Pennsylvania,General Adult Population Method,Firearms,911,49.2
2015,Northeast,Pennsylvania,General Adult Population Method,Other suicide,174,9.4
2015,Northeast,Rhode Island,General Adult Population Method,Suffocation,41,33.3
2015,Northeast,Rhode Island,General Adult Population Method,Poisoning,29,23.6
2015,Northeast,Rhode Island,General Adult Population Method,Firearms,40,32.5
2015,Northeast,Rhode Island,General Adult Population Method,Other suicide,13,10.6
2015,Northeast,Vermont,General Adult Population Method,Suffocation,21,20.6
2015,Northeast,Vermont,General Adult Population Method,Firearms,59,57.8
2015,Northeast,Vermont,General Adult Population Method,Other and low-count methods,22,21.6
2015,Midwest,All,General Adult Population Method,Suffocation,"2,522",27.6
2015,Midwest,All,General Adult Population Method,Poisoning,"1,504",16.5
2015,Midwest,All,General Adult Population Method,Firearms,"4,458",48.8
2015,Midwest,All,General Adult Population Method,Other suicide,647,7.1
2015,Midwest,Illinois,General Adult Population Method,Suffocation,443,34
2015,Midwest,Illinois,General Adult Population Method,Poisoning,243,18.6
2015,Midwest,Illinois,General Adult Population Method,Firearms,480,36.8
2015,Midwest,Illinois,General Adult Population Method,Other suicide,137,10.5
2015,Midwest,Indiana,General Adult Population Method,Suffocation,240,25.9
2015,Midwest,Indiana,General Adult Population Method,Poisoning,125,13.5
2015,Midwest,Indiana,General Adult Population Method,Firearms,502,54.2
2015,Midwest,Indiana,General Adult Population Method,Other suicide,59,6.4
2015,Midwest,Iowa,General Adult Population Method,Suffocation,128,31.1
2015,Midwest,Iowa,General Adult Population Method,Poisoning,77,18.7
2015,Midwest,Iowa,General Adult Population Method,Firearms,185,44.9
2015,Midwest,Iowa,General Adult Population Method,Other suicide,22,5.3
2015,Midwest,Kansas,General Adult Population Method,Suffocation,135,29.3
2015,Midwest,Kansas,General Adult Population Method,Poisoning,76,16.5
2015,Midwest,Kansas,General Adult Population Method,Firearms,218,47.4
2015,Midwest,Kansas,General Adult Population Method,Other suicide,31,6.7
2015,Midwest,Michigan,General Adult Population Method,Suffocation,385,28.4
2015,Midwest,Michigan,General Adult Population Method,Poisoning,225,16.6
2015,Midwest,Michigan,General Adult Population Method,Firearms,670,49.3
2015,Midwest,Michigan,General Adult Population Method,Other suicide,78,5.7
2015,Midwest,Minnesota,General Adult Population Method,Suffocation,214,30.2
2015,Midwest,Minnesota,General Adult Population Method,Poisoning,133,18.8
2015,Midwest,Minnesota,General Adult Population Method,Firearms,297,41.9
2015,Midwest,Minnesota,General Adult Population Method,Other suicide,65,9.2
2015,Midwest,Missouri,General Adult Population Method,Suffocation,214,21
2015,Midwest,Missouri,General Adult Population Method,Poisoning,161,15.8
2015,Midwest,Missouri,General Adult Population Method,Firearms,593,58.1
2015,Midwest,Missouri,General Adult Population Method,Other suicide,52,5.1
2015,Midwest,Nebraska,General Adult Population Method,Suffocation,66,30.8
2015,Midwest,Nebraska,General Adult Population Method,Firearms,109,50.9
2015,Midwest,Nebraska,General Adult Population Method,Other and low-count methods,39,18.2
2015,Midwest,North Dakota,General Adult Population Method,Suffocation,28,23
2015,Midwest,North Dakota,General Adult Population Method,Firearms,74,60.7
2015,Midwest,North Dakota,General Adult Population Method,Other and low-count methods,20,16.4
2015,Midwest,Ohio,General Adult Population Method,Suffocation,402,25.1
2015,Midwest,Ohio,General Adult Population Method,Poisoning,241,15.1
2015,Midwest,Ohio,General Adult Population Method,Firearms,844,52.8
2015,Midwest,Ohio,General Adult Population Method,Other suicide,113,7.1
2015,Midwest,South Dakota,General Adult Population Method,Suffocation,58,36.9
2015,Midwest,South Dakota,General Adult Population Method,Firearms,70,44.6
2015,Midwest,South Dakota,General Adult Population Method,Other and low-count methods,29,18.5
2015,Midwest,Wisconsin,General Adult Population Method,Suffocation,209,24.6
2015,Midwest,Wisconsin,General Adult Population Method,Poisoning,158,18.6
2015,Midwest,Wisconsin,General Adult Population Method,Firearms,416,48.9
2015,Midwest,Wisconsin,General Adult Population Method,Other suicide,67,7.9
2015,South,All,General Adult Population Method,Suffocation,"3,729",22.1
2015,South,All,General Adult Population Method,Poisoning,"2,238",13.3
2015,South,All,General Adult Population Method,Firearms,"9,846",58.5
2015,South,All,General Adult Population Method,Other suicide,"1,029",6.1
2015,South,Alabama,General Adult Population Method,Suffocation,127,17.3
2015,South,Alabama,General Adult Population Method,Poisoning,62,8.5
2015,South,Alabama,General Adult Population Method,Firearms,515,70.4
2015,South,Alabama,General Adult Population Method,Other suicide,28,3.8
2015,South,Arkansas,General Adult Population Method,Suffocation,128,22.8
2015,South,Arkansas,General Adult Population Method,Poisoning,81,14.4
2015,South,Arkansas,General Adult Population Method,Firearms,330,58.7
2015,South,Arkansas,General Adult Population Method,Other suicide,23,4.1
2015,South,Delaware,General Adult Population Method,Suffocation,29,24.8
2015,South,Delaware,General Adult Population Method,Poisoning,19,16.2
2015,South,Delaware,General Adult Population Method,Firearms,54,46.2
2015,South,Delaware,General Adult Population Method,Other suicide,15,12.8
2015,South,District of Columbia,General Adult Population Method,Suffocation,12,37.5
2015,South,District of Columbia,General Adult Population Method,Firearms,10,31.3
2015,South,District of Columbia,General Adult Population Method,Other and low-count methods,10,31.3
2015,South,Florida,General Adult Population Method,Suffocation,733,23.3
2015,South,Florida,General Adult Population Method,Poisoning,562,17.9
2015,South,Florida,General Adult Population Method,Firearms,"1,609",51.1
2015,South,Florida,General Adult Population Method,Other suicide,242,7.7
2015,South,Georgia,General Adult Population Method,Suffocation,255,20.2
2015,South,Georgia,General Adult Population Method,Poisoning,152,12
2015,South,Georgia,General Adult Population Method,Firearms,798,63.1
2015,South,Georgia,General Adult Population Method,Other suicide,60,4.7
2015,South,Kentucky,General Adult Population Method,Suffocation,173,23.1
2015,South,Kentucky,General Adult Population Method,Poisoning,69,9.2
2015,South,Kentucky,General Adult Population Method,Firearms,482,64.3
2015,South,Kentucky,General Adult Population Method,Other suicide,26,3.5
2015,South,Louisiana,General Adult Population Method,Suffocation,132,19
2015,South,Louisiana,General Adult Population Method,Poisoning,68,9.8
2015,South,Louisiana,General Adult Population Method,Firearms,454,65.3
2015,South,Louisiana,General Adult Population Method,Other suicide,41,5.9
2015,South,Maryland,General Adult Population Method,Suffocation,153,28.5
2015,South,Maryland,General Adult Population Method,Poisoning,97,18.1
2015,South,Maryland,General Adult Population Method,Firearms,243,45.3
2015,South,Maryland,General Adult Population Method,Other suicide,44,8.2
2015,South,Mississippi,General Adult Population Method,Suffocation,71,17.1
2015,South,Mississippi,General Adult Population Method,Poisoning,35,8.5
2015,South,Mississippi,General Adult Population Method,Firearms,285,68.8
2015,South,Mississippi,General Adult Population Method,Other suicide,23,5.6
2015,South,North Carolina,General Adult Population Method,Suffocation,271,19.8
2015,South,North Carolina,General Adult Population Method,Poisoning,243,17.7
2015,South,North Carolina,General Adult Population Method,Firearms,771,56.3
2015,South,North Carolina,General Adult Population Method,Other suicide,85,6.2
2015,South,Oklahoma,General Adult Population Method,Suffocation,188,24.7
2015,South,Oklahoma,General Adult Population Method,Poisoning,91,12
2015,South,Oklahoma,General Adult Population Method,Firearms,453,59.5
2015,South,Oklahoma,General Adult Population Method,Other suicide,29,3.8
2015,South,South Carolina,General Adult Population Method,Suffocation,136,18.8
2015,South,South Carolina,General Adult Population Method,Poisoning,85,11.8
2015,South,South Carolina,General Adult Population Method,Firearms,456,63.2
2015,South,South Carolina,General Adult Population Method,Other suicide,45,6.2
2015,South,Tennessee,General Adult Population Method,Suffocation,216,20.9
2015,South,Tennessee,General Adult Population Method,Poisoning,141,13.6
2015,South,Tennessee,General Adult Population Method,Firearms,624,60.3
2015,South,Tennessee,General Adult Population Method,Other suicide,54,5.2
2015,South,Texas,General Adult Population Method,Suffocation,805,24.5
2015,South,Texas,General Adult Population Method,Poisoning,338,10.3
2015,South,Texas,General Adult Population Method,Firearms,"1,942",59
2015,South,Texas,General Adult Population Method,Other suicide,205,6.2
2015,South,Virginia,General Adult Population Method,Suffocation,239,22.1
2015,South,Virginia,General Adult Population Method,Poisoning,152,14
2015,South,Virginia,General Adult Population Method,Firearms,609,56.3
2015,South,Virginia,General Adult Population Method,Other suicide,82,7.6
2015,South,West Virginia,General Adult Population Method,Suffocation,61,18.4
2015,South,West Virginia,General Adult Population Method,Poisoning,41,12.3
2015,South,West Virginia,General Adult Population Method,Firearms,211,63.6
2015,South,West Virginia,General Adult Population Method,Other suicide,19,5.7
2015,West,All,General Adult Population Method,Suffocation,"2,973",27.3
2015,West,All,General Adult Population Method,Poisoning,"1,888",17.3
2015,West,All,General Adult Population Method,Firearms,"5,086",46.6
2015,West,All,General Adult Population Method,Other suicide,958,8.8
2015,West,Alaska,General Adult Population Method,Suffocation,49,25.7
2015,West,Alaska,General Adult Population Method,Firearms,117,61.3
2015,West,Alaska,General Adult Population Method,Other and low-count methods,25,13.1
2015,West,Arizona,General Adult Population Method,Suffocation,261,21.2
2015,West,Arizona,General Adult Population Method,Poisoning,208,16.9
2015,West,Arizona,General Adult Population Method,Firearms,690,56.1
2015,West,Arizona,General Adult Population Method,Other suicide,70,5.7
2015,West,California,General Adult Population Method,Suffocation,"1,330",32.7
2015,West,California,General Adult Population Method,Poisoning,693,17
2015,West,California,General Adult Population Method,Firearms,"1,537",37.8
2015,West,California,General Adult Population Method,Other suicide,507,12.5
2015,West,Colorado,General Adult Population Method,Suffocation,272,26.2
2015,West,Colorado,General Adult Population Method,Poisoning,186,17.9
2015,West,Colorado,General Adult Population Method,Firearms,514,49.4
2015,West,Colorado,General Adult Population Method,Other suicide,68,6.5
2015,West,Hawaii,General Adult Population Method,Suffocation,95,48.7
2015,West,Hawaii,General Adult Population Method,Poisoning,26,13.3
2015,West,Hawaii,General Adult Population Method,Firearms,44,22.6
2015,West,Hawaii,General Adult Population Method,Other suicide,30,15.4
2015,West,Idaho,General Adult Population Method,Suffocation,65,19.1
2015,West,Idaho,General Adult Population Method,Poisoning,57,16.7
2015,West,Idaho,General Adult Population Method,Firearms,206,60.4
2015,West,Idaho,General Adult Population Method,Other suicide,13,3.8
2015,West,Montana,General Adult Population Method,Suffocation,48,18.4
2015,West,Montana,General Adult Population Method,Poisoning,30,11.5
2015,West,Montana,General Adult Population Method,Firearms,165,63.2
2015,West,Montana,General Adult Population Method,Other suicide,18,6.9
2015,West,Nevada,General Adult Population Method,Suffocation,120,22.2
2015,West,Nevada,General Adult Population Method,Poisoning,103,19.1
2015,West,Nevada,General Adult Population Method,Firearms,286,53
2015,West,Nevada,General Adult Population Method,Other suicide,31,5.7
2015,West,New Mexico,General Adult Population Method,Suffocation,110,22.8
2015,West,New Mexico,General Adult Population Method,Poisoning,85,17.6
2015,West,New Mexico,General Adult Population Method,Firearms,266,55.2
2015,West,New Mexico,General Adult Population Method,Other suicide,21,4.4
2015,West,Oregon,General Adult Population Method,Suffocation,190,25.6
2015,West,Oregon,General Adult Population Method,Poisoning,127,17.1
2015,West,Oregon,General Adult Population Method,Firearms,364,49.1
2015,West,Oregon,General Adult Population Method,Other suicide,61,8.2
2015,West,Utah,General Adult Population Method,Suffocation,133,22.7
2015,West,Utah,General Adult Population Method,Poisoning,135,23
2015,West,Utah,General Adult Population Method,Firearms,292,49.8
2015,West,Utah,General Adult Population Method,Other suicide,26,4.4
2015,West,Washington,General Adult Population Method,Suffocation,267,24.7
2015,West,Washington,General Adult Population Method,Poisoning,202,18.7
2015,West,Washington,General Adult Population Method,Firearms,515,47.6
2015,West,Washington,General Adult Population Method,Other suicide,98,9.1
2015,West,Wyoming,General Adult Population Method,Suffocation,33,22.1
2015,West,Wyoming,General Adult Population Method,Firearms,90,60.4
2015,West,Wyoming,General Adult Population Method,Other and low-count methods,26,17.4
2016, ,Total U.S.,Veteran Method,Suffocation,950,15.1
2016, ,Total U.S.,Veteran Method,Poisoning,667,10.6
2016, ,Total U.S.,Veteran Method,Firearms,"4,367",69.2
2016, ,Total U.S.,Veteran Method,Other suicide,326,5.2
2016,Northeast,All,Veteran Method,Suffocation,158,21.4
2016,Northeast,All,Veteran Method,Poisoning,96,13
2016,Northeast,All,Veteran Method,Firearms,427,57.9
2016,Northeast,All,Veteran Method,Other suicide,56,7.6
2016,Northeast,Connecticut,Veteran Method,Firearms,18,47.4
2016,Northeast,Connecticut,Veteran Method,Other and low-count methods,20,52.6
2016,Northeast,Maine,Veteran Method,Firearms,18,58.1
2016,Northeast,Maine,Veteran Method,Other and low-count methods,13,41.9
2016,Northeast,Massachusetts,Veteran Method,Suffocation,26,35.6
2016,Northeast,Massachusetts,Veteran Method,Firearms,29,39.7
2016,Northeast,Massachusetts,Veteran Method,Other and low-count methods,18,24.7
2016,Northeast,New Hampshire,Veteran Method,Firearms,24,68.6
2016,Northeast,New Hampshire,Veteran Method,Other and low-count methods,11,31.4
2016,Northeast,New Jersey,Veteran Method,Suffocation,17,23
2016,Northeast,New Jersey,Veteran Method,Firearms,43,58.1
2016,Northeast,New Jersey,Veteran Method,Other and low-count methods,14,18.9
2016,Northeast,New York,Veteran Method,Suffocation,37,22.8
2016,Northeast,New York,Veteran Method,Poisoning,28,17.3
2016,Northeast,New York,Veteran Method,Firearms,79,48.8
2016,Northeast,New York,Veteran Method,Other suicide,18,11.1
2016,Northeast,Pennsylvania,Veteran Method,Suffocation,51,18.2
2016,Northeast,Pennsylvania,Veteran Method,Poisoning,29,10.4
2016,Northeast,Pennsylvania,Veteran Method,Firearms,183,65.4
2016,Northeast,Pennsylvania,Veteran Method,Other suicide,17,6.1
2016,Northeast,Rhode Island,Veteran Method,Other and low-count methods,18,100
2016,Northeast,Vermont,Veteran Method,Other and low-count methods,26,100
2016,Midwest,All,Veteran Method,Suffocation,195,15.6
2016,Midwest,All,Veteran Method,Poisoning,163,13
2016,Midwest,All,Veteran Method,Firearms,824,65.7
2016,Midwest,All,Veteran Method,Other suicide,72,5.7
2016,Midwest,Illinois,Veteran Method,Suffocation,34,20.6
2016,Midwest,Illinois,Veteran Method,Poisoning,21,12.7
2016,Midwest,Illinois,Veteran Method,Firearms,93,56.4
2016,Midwest,Illinois,Veteran Method,Other suicide,17,10.3
2016,Midwest,Indiana,Veteran Method,Poisoning,10,13.7
2016,Midwest,Indiana,Veteran Method,Firearms,53,72.6
2016,Midwest,Indiana,Veteran Method,Other and low-count methods,10,13.7
2016,Midwest,Iowa,Veteran Method,Suffocation,11,16.2
2016,Midwest,Iowa,Veteran Method,Firearms,47,69.1
2016,Midwest,Iowa,Veteran Method,Other and low-count methods,10,14.7
2016,Midwest,Kansas,Veteran Method,Suffocation,13,22
2016,Midwest,Kansas,Veteran Method,Firearms,35,59.3
2016,Midwest,Kansas,Veteran Method,Other and low-count methods,11,18.6
2016,Midwest,Michigan,Veteran Method,Suffocation,16,9.5
2016,Midwest,Michigan,Veteran Method,Poisoning,24,14.2
2016,Midwest,Michigan,Veteran Method,Firearms,118,69.8
2016,Midwest,Michigan,Veteran Method,Other suicide,11,6.5
2016,Midwest,Minnesota,Veteran Method,Poisoning,20,20.4
2016,Midwest,Minnesota,Veteran Method,Firearms,55,56.1
2016,Midwest,Minnesota,Veteran Method,Other and low-count methods,23,23.5
2016,Midwest,Missouri,Veteran Method,Poisoning,20,12.2
2016,Midwest,Missouri,Veteran Method,Firearms,120,73.2
2016,Midwest,Missouri,Veteran Method,Other and low-count methods,24,14.6
2016,Midwest,Nebraska,Veteran Method,Other and low-count methods,28,100
2016,Midwest,North Dakota,Veteran Method,Other and low-count methods,18,100
